input_file,n,si,ti
Sparks_4096x2160_5994fps_HDR10.mp4,798,36.711,15.24
Sparks_4096x2160_5994fps_HDR10.mp4,799,36.255,14.444
Sparks_4096x2160_5994fps_HDR10.mp4,800,35.751,13.944
Sparks_4096x2160_5994fps_HDR10.mp4,801,35.99,12.453
Sparks_4096x2160_5994fps_HDR10.mp4,802,35.619,11.939
Sparks_4096x2160_5994fps_HDR10.mp4,803,35.141,11.831
Sparks_4096x2160_5994fps_HDR10.mp4,804,34.399,11.509
Sparks_4096x2160_5994fps_HDR10.mp4,805,33.903,11.416
Sparks_4096x2160_5994fps_HDR10.mp4,806,32.489,11.703
Sparks_4096x2160_5994fps_HDR10.mp4,807,31.67,11.975
Sparks_4096x2160_5994fps_HDR10.mp4,808,30.778,12.151
Sparks_4096x2160_5994fps_HDR10.mp4,809,30.819,12.015
Sparks_4096x2160_5994fps_HDR10.mp4,810,30.137,11.175
Sparks_4096x2160_5994fps_HDR10.mp4,811,29.856,10.383
Sparks_4096x2160_5994fps_HDR10.mp4,812,29.455,9.729
Sparks_4096x2160_5994fps_HDR10.mp4,813,29.083,9.865
Sparks_4096x2160_5994fps_HDR10.mp4,814,28.332,10.621
Sparks_4096x2160_5994fps_HDR10.mp4,815,27.872,11.208
Sparks_4096x2160_5994fps_HDR10.mp4,816,27.446,11.009
Sparks_4096x2160_5994fps_HDR10.mp4,817,27.529,10.423
Sparks_4096x2160_5994fps_HDR10.mp4,818,27.268,9.229
Sparks_4096x2160_5994fps_HDR10.mp4,819,27.213,7.799
Sparks_4096x2160_5994fps_HDR10.mp4,820,26.937,7.303
Sparks_4096x2160_5994fps_HDR10.mp4,821,26.693,7.144
Sparks_4096x2160_5994fps_HDR10.mp4,822,26.604,6.529
Sparks_4096x2160_5994fps_HDR10.mp4,823,26.435,5.458
Sparks_4096x2160_5994fps_HDR10.mp4,824,26.066,4.507
Sparks_4096x2160_5994fps_HDR10.mp4,825,25.847,4.234
Sparks_4096x2160_5994fps_HDR10.mp4,826,25.407,5.319
Sparks_4096x2160_5994fps_HDR10.mp4,827,25.114,6.288
Sparks_4096x2160_5994fps_HDR10.mp4,828,24.496,7.103
Sparks_4096x2160_5994fps_HDR10.mp4,829,24.348,7.438
Sparks_4096x2160_5994fps_HDR10.mp4,830,23.785,7.36
Sparks_4096x2160_5994fps_HDR10.mp4,831,23.464,6.709
Sparks_4096x2160_5994fps_HDR10.mp4,832,23.112,5.585
Sparks_4096x2160_5994fps_HDR10.mp4,833,22.717,4.841
Sparks_4096x2160_5994fps_HDR10.mp4,834,22.217,4.605
Sparks_4096x2160_5994fps_HDR10.mp4,835,21.691,4.599
Sparks_4096x2160_5994fps_HDR10.mp4,836,21.571,5.134
Sparks_4096x2160_5994fps_HDR10.mp4,837,21.289,6.276
Sparks_4096x2160_5994fps_HDR10.mp4,838,21.117,6.021
Sparks_4096x2160_5994fps_HDR10.mp4,839,21.239,5.102
Sparks_4096x2160_5994fps_HDR10.mp4,840,21.329,3.039
Sparks_4096x2160_5994fps_HDR10.mp4,841,21.596,3.09
Sparks_4096x2160_5994fps_HDR10.mp4,842,21.404,5.2
Sparks_4096x2160_5994fps_HDR10.mp4,843,21.432,6.059
Sparks_4096x2160_5994fps_HDR10.mp4,844,21.368,5.763
Sparks_4096x2160_5994fps_HDR10.mp4,845,21.541,5.035
Sparks_4096x2160_5994fps_HDR10.mp4,846,21.357,4.105
Sparks_4096x2160_5994fps_HDR10.mp4,847,21.302,4.024
Sparks_4096x2160_5994fps_HDR10.mp4,848,21.162,4.375
Sparks_4096x2160_5994fps_HDR10.mp4,849,21.285,4.82
Sparks_4096x2160_5994fps_HDR10.mp4,850,21.1,4.835
Sparks_4096x2160_5994fps_HDR10.mp4,851,21.144,4.839
Sparks_4096x2160_5994fps_HDR10.mp4,852,21.027,4.913
Sparks_4096x2160_5994fps_HDR10.mp4,853,21.096,5.296
Sparks_4096x2160_5994fps_HDR10.mp4,854,20.606,5.934
Sparks_4096x2160_5994fps_HDR10.mp4,855,20.349,6.35
Sparks_4096x2160_5994fps_HDR10.mp4,856,20.047,7.354
Sparks_4096x2160_5994fps_HDR10.mp4,857,20.07,7.919
Sparks_4096x2160_5994fps_HDR10.mp4,858,19.847,7.714
Sparks_4096x2160_5994fps_HDR10.mp4,859,19.97,6.983
Sparks_4096x2160_5994fps_HDR10.mp4,860,20.033,5.72
Sparks_4096x2160_5994fps_HDR10.mp4,861,20.048,4.798
Sparks_4096x2160_5994fps_HDR10.mp4,862,19.9,4.319
Sparks_4096x2160_5994fps_HDR10.mp4,863,19.885,4.207
Sparks_4096x2160_5994fps_HDR10.mp4,864,19.677,4.457
Sparks_4096x2160_5994fps_HDR10.mp4,865,19.742,4.536
Sparks_4096x2160_5994fps_HDR10.mp4,866,19.554,4.146
Sparks_4096x2160_5994fps_HDR10.mp4,867,19.278,3.503
Sparks_4096x2160_5994fps_HDR10.mp4,868,19.063,2.798
Sparks_4096x2160_5994fps_HDR10.mp4,869,18.968,2.495
Sparks_4096x2160_5994fps_HDR10.mp4,870,18.7,2.7
Sparks_4096x2160_5994fps_HDR10.mp4,871,18.674,3.659
Sparks_4096x2160_5994fps_HDR10.mp4,872,19.077,4.391
Sparks_4096x2160_5994fps_HDR10.mp4,873,19.609,5.153
Sparks_4096x2160_5994fps_HDR10.mp4,874,20.007,5.935
Sparks_4096x2160_5994fps_HDR10.mp4,875,20.763,6.51
Sparks_4096x2160_5994fps_HDR10.mp4,876,21.226,6.478
Sparks_4096x2160_5994fps_HDR10.mp4,877,22.029,6.539
Sparks_4096x2160_5994fps_HDR10.mp4,878,22.433,6.704
Sparks_4096x2160_5994fps_HDR10.mp4,879,23.11,6.819
Sparks_4096x2160_5994fps_HDR10.mp4,880,23.604,6.812
Sparks_4096x2160_5994fps_HDR10.mp4,881,24.132,6.605
Sparks_4096x2160_5994fps_HDR10.mp4,882,24.74,5.93
Sparks_4096x2160_5994fps_HDR10.mp4,883,24.993,6.021
Sparks_4096x2160_5994fps_HDR10.mp4,884,25.752,6.171
Sparks_4096x2160_5994fps_HDR10.mp4,885,26.033,6.887
Sparks_4096x2160_5994fps_HDR10.mp4,886,26.665,7.109
Sparks_4096x2160_5994fps_HDR10.mp4,887,27.071,7.574
Sparks_4096x2160_5994fps_HDR10.mp4,888,27.238,7.888
Sparks_4096x2160_5994fps_HDR10.mp4,889,28.228,8.9
Sparks_4096x2160_5994fps_HDR10.mp4,890,28.106,9.826
Sparks_4096x2160_5994fps_HDR10.mp4,891,29.159,10.536
Sparks_4096x2160_5994fps_HDR10.mp4,892,29.172,10.886
Sparks_4096x2160_5994fps_HDR10.mp4,893,30.052,10.605
Sparks_4096x2160_5994fps_HDR10.mp4,894,30.223,9.828
Sparks_4096x2160_5994fps_HDR10.mp4,895,30.467,9.14
Sparks_4096x2160_5994fps_HDR10.mp4,896,31.131,8.376
Sparks_4096x2160_5994fps_HDR10.mp4,897,31.421,8.427
Sparks_4096x2160_5994fps_HDR10.mp4,898,32.121,7.96
Sparks_4096x2160_5994fps_HDR10.mp4,899,32.072,9.018
Sparks_4096x2160_5994fps_HDR10.mp4,900,32.274,9.573
Sparks_4096x2160_5994fps_HDR10.mp4,901,33.708,10.065
Sparks_4096x2160_5994fps_HDR10.mp4,902,33.72,10.739
Sparks_4096x2160_5994fps_HDR10.mp4,903,35.264,10.364
Sparks_4096x2160_5994fps_HDR10.mp4,904,35.397,10.419
Sparks_4096x2160_5994fps_HDR10.mp4,905,36.403,11.662
Sparks_4096x2160_5994fps_HDR10.mp4,906,37.161,12.686
Sparks_4096x2160_5994fps_HDR10.mp4,907,37.813,13.408
Sparks_4096x2160_5994fps_HDR10.mp4,908,38.132,13.526
Sparks_4096x2160_5994fps_HDR10.mp4,909,39.137,13.562
Sparks_4096x2160_5994fps_HDR10.mp4,910,39.1,14.435
Sparks_4096x2160_5994fps_HDR10.mp4,911,39.705,14.55
Sparks_4096x2160_5994fps_HDR10.mp4,912,40.467,14.45
Sparks_4096x2160_5994fps_HDR10.mp4,913,40.63,14.195
Sparks_4096x2160_5994fps_HDR10.mp4,914,40.633,12.966
Sparks_4096x2160_5994fps_HDR10.mp4,915,41.834,12.064
Sparks_4096x2160_5994fps_HDR10.mp4,916,41.7,13.042
Sparks_4096x2160_5994fps_HDR10.mp4,917,41.758,15.562
Sparks_4096x2160_5994fps_HDR10.mp4,918,31.413,34.68
Sparks_4096x2160_5994fps_HDR10.mp4,919,30.876,7.127
Sparks_4096x2160_5994fps_HDR10.mp4,920,31.301,7.136
Sparks_4096x2160_5994fps_HDR10.mp4,921,31.119,7.806
Sparks_4096x2160_5994fps_HDR10.mp4,922,30.434,7.929
Sparks_4096x2160_5994fps_HDR10.mp4,923,30.604,7.928
Sparks_4096x2160_5994fps_HDR10.mp4,924,30.186,7.999
Sparks_4096x2160_5994fps_HDR10.mp4,925,30.126,7.567
Sparks_4096x2160_5994fps_HDR10.mp4,926,30.737,7.37
Sparks_4096x2160_5994fps_HDR10.mp4,927,30.249,6.65
Sparks_4096x2160_5994fps_HDR10.mp4,928,29.994,5.652
Sparks_4096x2160_5994fps_HDR10.mp4,929,30.419,5.619
Sparks_4096x2160_5994fps_HDR10.mp4,930,30.981,6.531
Sparks_4096x2160_5994fps_HDR10.mp4,931,29.717,6.413
Sparks_4096x2160_5994fps_HDR10.mp4,932,30.693,6.075
Sparks_4096x2160_5994fps_HDR10.mp4,933,30.808,6.194
Sparks_4096x2160_5994fps_HDR10.mp4,934,31.106,7.055
Sparks_4096x2160_5994fps_HDR10.mp4,935,29.77,7.715
Sparks_4096x2160_5994fps_HDR10.mp4,936,30.788,8.077
Sparks_4096x2160_5994fps_HDR10.mp4,937,31.1,8.245
Sparks_4096x2160_5994fps_HDR10.mp4,938,31.421,8.429
Sparks_4096x2160_5994fps_HDR10.mp4,939,30.307,7.871
Sparks_4096x2160_5994fps_HDR10.mp4,940,29.778,6.257
Sparks_4096x2160_5994fps_HDR10.mp4,941,30.628,5.418
Sparks_4096x2160_5994fps_HDR10.mp4,942,31.503,5.928
Sparks_4096x2160_5994fps_HDR10.mp4,943,31.387,6.885
Sparks_4096x2160_5994fps_HDR10.mp4,944,31.469,7.527
Sparks_4096x2160_5994fps_HDR10.mp4,945,30.726,7.542
Sparks_4096x2160_5994fps_HDR10.mp4,946,30.162,7.368
Sparks_4096x2160_5994fps_HDR10.mp4,947,30.087,7.162
Sparks_4096x2160_5994fps_HDR10.mp4,948,31.125,6.937
Sparks_4096x2160_5994fps_HDR10.mp4,949,31.313,6.673
Sparks_4096x2160_5994fps_HDR10.mp4,950,31.737,6.474
Sparks_4096x2160_5994fps_HDR10.mp4,951,31.322,6.509
Sparks_4096x2160_5994fps_HDR10.mp4,952,31.675,6.483
Sparks_4096x2160_5994fps_HDR10.mp4,953,30.733,6.158
Sparks_4096x2160_5994fps_HDR10.mp4,954,30.345,5.665
Sparks_4096x2160_5994fps_HDR10.mp4,955,30.034,5.863
Sparks_4096x2160_5994fps_HDR10.mp4,956,31.089,6.294
Sparks_4096x2160_5994fps_HDR10.mp4,957,31.236,6.876
Sparks_4096x2160_5994fps_HDR10.mp4,958,31.751,7.339
Sparks_4096x2160_5994fps_HDR10.mp4,959,31.308,7.608
Sparks_4096x2160_5994fps_HDR10.mp4,960,31.967,7.78
Sparks_4096x2160_5994fps_HDR10.mp4,961,31.302,8.17
Sparks_4096x2160_5994fps_HDR10.mp4,962,31.631,7.44
Sparks_4096x2160_5994fps_HDR10.mp4,963,31.808,5.261
Sparks_4096x2160_5994fps_HDR10.mp4,964,31.586,3.709
Sparks_4096x2160_5994fps_HDR10.mp4,965,32.397,3.992
Sparks_4096x2160_5994fps_HDR10.mp4,966,32.057,3.645
Sparks_4096x2160_5994fps_HDR10.mp4,967,32.351,3.771
Sparks_4096x2160_5994fps_HDR10.mp4,968,32.118,4.503
Sparks_4096x2160_5994fps_HDR10.mp4,969,33.11,4.676
Sparks_4096x2160_5994fps_HDR10.mp4,970,33.173,3.3
Sparks_4096x2160_5994fps_HDR10.mp4,971,33.205,1.575
Sparks_4096x2160_5994fps_HDR10.mp4,972,32.546,2.906
Sparks_4096x2160_5994fps_HDR10.mp4,973,32.721,3.164
Sparks_4096x2160_5994fps_HDR10.mp4,974,32.758,2.756
Sparks_4096x2160_5994fps_HDR10.mp4,975,33.081,2.764
Sparks_4096x2160_5994fps_HDR10.mp4,976,33.251,3.354
Sparks_4096x2160_5994fps_HDR10.mp4,977,33.536,3.561
Sparks_4096x2160_5994fps_HDR10.mp4,978,33.368,1.898
Sparks_4096x2160_5994fps_HDR10.mp4,979,33.333,2.939
Sparks_4096x2160_5994fps_HDR10.mp4,980,33.219,5.244
Sparks_4096x2160_5994fps_HDR10.mp4,981,33.52,5.838
Sparks_4096x2160_5994fps_HDR10.mp4,982,33.471,5.875
Sparks_4096x2160_5994fps_HDR10.mp4,983,33.587,4.756
Sparks_4096x2160_5994fps_HDR10.mp4,984,33.486,3.05
Sparks_4096x2160_5994fps_HDR10.mp4,985,33.676,2.123
Sparks_4096x2160_5994fps_HDR10.mp4,986,33.679,2.119
Sparks_4096x2160_5994fps_HDR10.mp4,987,33.769,1.566
Sparks_4096x2160_5994fps_HDR10.mp4,988,33.641,1.745
Sparks_4096x2160_5994fps_HDR10.mp4,989,33.854,2.043
Sparks_4096x2160_5994fps_HDR10.mp4,990,33.627,2.9
Sparks_4096x2160_5994fps_HDR10.mp4,991,33.687,3.867
Sparks_4096x2160_5994fps_HDR10.mp4,992,33.099,3.677
Sparks_4096x2160_5994fps_HDR10.mp4,993,33.829,3.988
Sparks_4096x2160_5994fps_HDR10.mp4,994,32.459,5.548
Sparks_4096x2160_5994fps_HDR10.mp4,995,32.707,7.167
Sparks_4096x2160_5994fps_HDR10.mp4,996,32.245,7.479
Sparks_4096x2160_5994fps_HDR10.mp4,997,33.372,6.394
Sparks_4096x2160_5994fps_HDR10.mp4,998,32.184,6.639
Sparks_4096x2160_5994fps_HDR10.mp4,999,32.557,7.809
Sparks_4096x2160_5994fps_HDR10.mp4,1000,31.699,8.214
Sparks_4096x2160_5994fps_HDR10.mp4,1001,31.338,9.191
Sparks_4096x2160_5994fps_HDR10.mp4,1002,27.439,10.026
Sparks_4096x2160_5994fps_HDR10.mp4,1003,26.743,10.549
Sparks_4096x2160_5994fps_HDR10.mp4,1004,25.632,10.553
Sparks_4096x2160_5994fps_HDR10.mp4,1005,26.678,10.369
Sparks_4096x2160_5994fps_HDR10.mp4,1006,27.042,10.453
Sparks_4096x2160_5994fps_HDR10.mp4,1007,28.83,10.404
Sparks_4096x2160_5994fps_HDR10.mp4,1008,28.841,10.53
Sparks_4096x2160_5994fps_HDR10.mp4,1009,28.663,10.633
Sparks_4096x2160_5994fps_HDR10.mp4,1010,26.371,10.535
Sparks_4096x2160_5994fps_HDR10.mp4,1011,26.13,11.494
Sparks_4096x2160_5994fps_HDR10.mp4,1012,25.097,12.236
Sparks_4096x2160_5994fps_HDR10.mp4,1013,24.988,12.246
Sparks_4096x2160_5994fps_HDR10.mp4,1014,26.359,10.571
Sparks_4096x2160_5994fps_HDR10.mp4,1015,27.579,9.771
Sparks_4096x2160_5994fps_HDR10.mp4,1016,26.936,8.25
Sparks_4096x2160_5994fps_HDR10.mp4,1017,26.483,10.302
Sparks_4096x2160_5994fps_HDR10.mp4,1018,24.992,10.021
Sparks_4096x2160_5994fps_HDR10.mp4,1019,25.164,10.498
Sparks_4096x2160_5994fps_HDR10.mp4,1020,23.842,11.596
Sparks_4096x2160_5994fps_HDR10.mp4,1021,24.544,11.911
Sparks_4096x2160_5994fps_HDR10.mp4,1022,23.182,12.286
Sparks_4096x2160_5994fps_HDR10.mp4,1023,22.309,12.066
Sparks_4096x2160_5994fps_HDR10.mp4,1024,21.894,11.989
Sparks_4096x2160_5994fps_HDR10.mp4,1025,22.239,11.546
Sparks_4096x2160_5994fps_HDR10.mp4,1026,21.381,11.478
Sparks_4096x2160_5994fps_HDR10.mp4,1027,20.827,11.295
Sparks_4096x2160_5994fps_HDR10.mp4,1028,20.286,11.499
Sparks_4096x2160_5994fps_HDR10.mp4,1029,21.446,12.337
Sparks_4096x2160_5994fps_HDR10.mp4,1030,21.964,12.946
Sparks_4096x2160_5994fps_HDR10.mp4,1031,24.118,13.194
Sparks_4096x2160_5994fps_HDR10.mp4,1032,25.045,13.483
Sparks_4096x2160_5994fps_HDR10.mp4,1033,26.074,13.147
Sparks_4096x2160_5994fps_HDR10.mp4,1034,26.257,12.737
Sparks_4096x2160_5994fps_HDR10.mp4,1035,27.376,13.14
Sparks_4096x2160_5994fps_HDR10.mp4,1036,31.031,13.289
Sparks_4096x2160_5994fps_HDR10.mp4,1037,34.181,11.768
Sparks_4096x2160_5994fps_HDR10.mp4,1038,33.027,10.763
Sparks_4096x2160_5994fps_HDR10.mp4,1039,31.522,12.501
Sparks_4096x2160_5994fps_HDR10.mp4,1040,30.528,12.463
Sparks_4096x2160_5994fps_HDR10.mp4,1041,30.641,12.439
Sparks_4096x2160_5994fps_HDR10.mp4,1042,29.259,12.511
Sparks_4096x2160_5994fps_HDR10.mp4,1043,29.95,13.205
Sparks_4096x2160_5994fps_HDR10.mp4,1044,29.194,13.106
Sparks_4096x2160_5994fps_HDR10.mp4,1045,30.768,12.452
Sparks_4096x2160_5994fps_HDR10.mp4,1046,30.443,11.819
Sparks_4096x2160_5994fps_HDR10.mp4,1047,30.328,11.77
Sparks_4096x2160_5994fps_HDR10.mp4,1048,30.423,11.869
Sparks_4096x2160_5994fps_HDR10.mp4,1049,30.562,11.941
Sparks_4096x2160_5994fps_HDR10.mp4,1050,30.389,12.394
Sparks_4096x2160_5994fps_HDR10.mp4,1051,31.633,12.361
Sparks_4096x2160_5994fps_HDR10.mp4,1052,32.386,10.806
Sparks_4096x2160_5994fps_HDR10.mp4,1053,33.743,7.795
Sparks_4096x2160_5994fps_HDR10.mp4,1054,30.014,10.65
Sparks_4096x2160_5994fps_HDR10.mp4,1055,28.807,12.666
Sparks_4096x2160_5994fps_HDR10.mp4,1056,27.889,14.232
Sparks_4096x2160_5994fps_HDR10.mp4,1057,28.503,15.418
Sparks_4096x2160_5994fps_HDR10.mp4,1058,28.603,16.039
Sparks_4096x2160_5994fps_HDR10.mp4,1059,29.559,16.281
Sparks_4096x2160_5994fps_HDR10.mp4,1060,31.486,16.132
Sparks_4096x2160_5994fps_HDR10.mp4,1061,35.072,15.232
Sparks_4096x2160_5994fps_HDR10.mp4,1062,38.947,13.046
Sparks_4096x2160_5994fps_HDR10.mp4,1063,40.667,7.446
Sparks_4096x2160_5994fps_HDR10.mp4,1064,37.288,10.391
Sparks_4096x2160_5994fps_HDR10.mp4,1065,36.349,13.047
Sparks_4096x2160_5994fps_HDR10.mp4,1066,34.337,13.759
Sparks_4096x2160_5994fps_HDR10.mp4,1067,34.687,13.823
Sparks_4096x2160_5994fps_HDR10.mp4,1068,34.04,13.61
Sparks_4096x2160_5994fps_HDR10.mp4,1069,35.542,13.484
Sparks_4096x2160_5994fps_HDR10.mp4,1070,35.624,13.022
Sparks_4096x2160_5994fps_HDR10.mp4,1071,36.746,12.174
Sparks_4096x2160_5994fps_HDR10.mp4,1072,37.4,10.967
Sparks_4096x2160_5994fps_HDR10.mp4,1073,38.878,8.614
Sparks_4096x2160_5994fps_HDR10.mp4,1074,37.532,5.586
Sparks_4096x2160_5994fps_HDR10.mp4,1075,35.815,11.129
Sparks_4096x2160_5994fps_HDR10.mp4,1076,34.02,14.412
Sparks_4096x2160_5994fps_HDR10.mp4,1077,34.086,15.434
Sparks_4096x2160_5994fps_HDR10.mp4,1078,33.661,15.622
Sparks_4096x2160_5994fps_HDR10.mp4,1079,35.214,15.674
Sparks_4096x2160_5994fps_HDR10.mp4,1080,37.122,15.491
Sparks_4096x2160_5994fps_HDR10.mp4,1081,39.822,14.256
Sparks_4096x2160_5994fps_HDR10.mp4,1082,39.961,11.752
Sparks_4096x2160_5994fps_HDR10.mp4,1083,40.282,11.649
Sparks_4096x2160_5994fps_HDR10.mp4,1084,39.162,12.005
Sparks_4096x2160_5994fps_HDR10.mp4,1085,39.111,12.338
Sparks_4096x2160_5994fps_HDR10.mp4,1086,36.96,12.79
Sparks_4096x2160_5994fps_HDR10.mp4,1087,37.1,13.166
Sparks_4096x2160_5994fps_HDR10.mp4,1088,36.688,13.016
Sparks_4096x2160_5994fps_HDR10.mp4,1089,38.292,12.615
Sparks_4096x2160_5994fps_HDR10.mp4,1090,38.111,11.591
Sparks_4096x2160_5994fps_HDR10.mp4,1091,39.558,10.912
Sparks_4096x2160_5994fps_HDR10.mp4,1092,39.397,9.9
Sparks_4096x2160_5994fps_HDR10.mp4,1093,40.64,7.836
Sparks_4096x2160_5994fps_HDR10.mp4,1094,39.892,4.416
Sparks_4096x2160_5994fps_HDR10.mp4,1095,40.33,3.683
Sparks_4096x2160_5994fps_HDR10.mp4,1096,39.879,4.655
Sparks_4096x2160_5994fps_HDR10.mp4,1097,40.643,6.776
Sparks_4096x2160_5994fps_HDR10.mp4,1098,39.452,8.445
Sparks_4096x2160_5994fps_HDR10.mp4,1099,39.95,8.624
Sparks_4096x2160_5994fps_HDR10.mp4,1100,39.665,7.515
Sparks_4096x2160_5994fps_HDR10.mp4,1101,40.748,5.145
Sparks_4096x2160_5994fps_HDR10.mp4,1102,39.906,5.056
Sparks_4096x2160_5994fps_HDR10.mp4,1103,39.895,7.987
Sparks_4096x2160_5994fps_HDR10.mp4,1104,39.621,10.13
Sparks_4096x2160_5994fps_HDR10.mp4,1105,40.57,10.888
Sparks_4096x2160_5994fps_HDR10.mp4,1106,40.308,10.273
Sparks_4096x2160_5994fps_HDR10.mp4,1107,40.565,9.348
Sparks_4096x2160_5994fps_HDR10.mp4,1108,40.673,8.225
Sparks_4096x2160_5994fps_HDR10.mp4,1109,41.378,7.451
Sparks_4096x2160_5994fps_HDR10.mp4,1110,40.688,7.637
Sparks_4096x2160_5994fps_HDR10.mp4,1111,41.279,8.472
Sparks_4096x2160_5994fps_HDR10.mp4,1112,40.92,8.34
Sparks_4096x2160_5994fps_HDR10.mp4,1113,41.851,7.068
Sparks_4096x2160_5994fps_HDR10.mp4,1114,40.887,5.904
Sparks_4096x2160_5994fps_HDR10.mp4,1115,40.717,6.91
Sparks_4096x2160_5994fps_HDR10.mp4,1116,39.816,10.194
Sparks_4096x2160_5994fps_HDR10.mp4,1117,40.341,12.458
Sparks_4096x2160_5994fps_HDR10.mp4,1118,39.399,13.058
Sparks_4096x2160_5994fps_HDR10.mp4,1119,40.327,12.816
Sparks_4096x2160_5994fps_HDR10.mp4,1120,41.313,11.225
Sparks_4096x2160_5994fps_HDR10.mp4,1121,42.919,7.234
Sparks_4096x2160_5994fps_HDR10.mp4,1122,42.263,4.306
Sparks_4096x2160_5994fps_HDR10.mp4,1123,42.341,7.462
Sparks_4096x2160_5994fps_HDR10.mp4,1124,42.264,6.7
Sparks_4096x2160_5994fps_HDR10.mp4,1125,43.208,3.184
Sparks_4096x2160_5994fps_HDR10.mp4,1126,41.805,7.162
Sparks_4096x2160_5994fps_HDR10.mp4,1127,41.623,10.689
Sparks_4096x2160_5994fps_HDR10.mp4,1128,41.102,12.061
Sparks_4096x2160_5994fps_HDR10.mp4,1129,42.044,12.627
Sparks_4096x2160_5994fps_HDR10.mp4,1130,41.571,12.61
Sparks_4096x2160_5994fps_HDR10.mp4,1131,42.592,11.655
Sparks_4096x2160_5994fps_HDR10.mp4,1132,43.003,9.513
Sparks_4096x2160_5994fps_HDR10.mp4,1133,44.13,8.087
Sparks_4096x2160_5994fps_HDR10.mp4,1134,42.823,8.92
Sparks_4096x2160_5994fps_HDR10.mp4,1135,42.829,10.931
Sparks_4096x2160_5994fps_HDR10.mp4,1136,41.82,12.629
Sparks_4096x2160_5994fps_HDR10.mp4,1137,42.398,13.932
Sparks_4096x2160_5994fps_HDR10.mp4,1138,40.865,14.6
Sparks_4096x2160_5994fps_HDR10.mp4,1139,41.42,13.776
Sparks_4096x2160_5994fps_HDR10.mp4,1140,41.526,11.748
Sparks_4096x2160_5994fps_HDR10.mp4,1141,42.735,9.979
Sparks_4096x2160_5994fps_HDR10.mp4,1142,41.617,9.549
Sparks_4096x2160_5994fps_HDR10.mp4,1143,41.757,10.934
Sparks_4096x2160_5994fps_HDR10.mp4,1144,41.061,12.1
Sparks_4096x2160_5994fps_HDR10.mp4,1145,42.117,12.4
Sparks_4096x2160_5994fps_HDR10.mp4,1146,41.504,12.236
Sparks_4096x2160_5994fps_HDR10.mp4,1147,41.866,11.515
Sparks_4096x2160_5994fps_HDR10.mp4,1148,41.957,11.049
Sparks_4096x2160_5994fps_HDR10.mp4,1149,42.697,10.129
Sparks_4096x2160_5994fps_HDR10.mp4,1150,42.301,8.648
Sparks_4096x2160_5994fps_HDR10.mp4,1151,42.634,7.598
Sparks_4096x2160_5994fps_HDR10.mp4,1152,42.056,8.235
Sparks_4096x2160_5994fps_HDR10.mp4,1153,42.254,10.428
Sparks_4096x2160_5994fps_HDR10.mp4,1154,39.644,12.12
Sparks_4096x2160_5994fps_HDR10.mp4,1155,38.794,12.829
Sparks_4096x2160_5994fps_HDR10.mp4,1156,37.524,13.259
Sparks_4096x2160_5994fps_HDR10.mp4,1157,38.243,13.857
Sparks_4096x2160_5994fps_HDR10.mp4,1158,37.215,14.332
Sparks_4096x2160_5994fps_HDR10.mp4,1159,37.964,13.84
Sparks_4096x2160_5994fps_HDR10.mp4,1160,37.587,12.881
Sparks_4096x2160_5994fps_HDR10.mp4,1161,38.509,11.744
Sparks_4096x2160_5994fps_HDR10.mp4,1162,37.007,12.531
Sparks_4096x2160_5994fps_HDR10.mp4,1163,36.614,14.231
Sparks_4096x2160_5994fps_HDR10.mp4,1164,36.762,14.734
Sparks_4096x2160_5994fps_HDR10.mp4,1165,38.539,13.797
Sparks_4096x2160_5994fps_HDR10.mp4,1166,38.175,11.827
Sparks_4096x2160_5994fps_HDR10.mp4,1167,37.759,12.917
Sparks_4096x2160_5994fps_HDR10.mp4,1168,37.774,13.225
Sparks_4096x2160_5994fps_HDR10.mp4,1169,38.92,12.461
Sparks_4096x2160_5994fps_HDR10.mp4,1170,39.235,10.961
Sparks_4096x2160_5994fps_HDR10.mp4,1171,40.235,10.026
Sparks_4096x2160_5994fps_HDR10.mp4,1172,40.633,9.494
Sparks_4096x2160_5994fps_HDR10.mp4,1173,41.386,8.211
Sparks_4096x2160_5994fps_HDR10.mp4,1174,39.334,9.845
Sparks_4096x2160_5994fps_HDR10.mp4,1175,38.03,12.301
Sparks_4096x2160_5994fps_HDR10.mp4,1176,36.207,13.641
Sparks_4096x2160_5994fps_HDR10.mp4,1177,36.583,14.281
Sparks_4096x2160_5994fps_HDR10.mp4,1178,35.339,14.229
Sparks_4096x2160_5994fps_HDR10.mp4,1179,35.819,13.966
Sparks_4096x2160_5994fps_HDR10.mp4,1180,35.672,14.345
Sparks_4096x2160_5994fps_HDR10.mp4,1181,37.409,14.17
Sparks_4096x2160_5994fps_HDR10.mp4,1182,38.161,12.083
Sparks_4096x2160_5994fps_HDR10.mp4,1183,38.621,9.387
Sparks_4096x2160_5994fps_HDR10.mp4,1184,37.379,10.943
Sparks_4096x2160_5994fps_HDR10.mp4,1185,37.377,12.668
Sparks_4096x2160_5994fps_HDR10.mp4,1186,36.143,13.64
Sparks_4096x2160_5994fps_HDR10.mp4,1187,36.058,14.294
Sparks_4096x2160_5994fps_HDR10.mp4,1188,35.494,15.162
Sparks_4096x2160_5994fps_HDR10.mp4,1189,36.912,15.567
Sparks_4096x2160_5994fps_HDR10.mp4,1190,37.109,15.168
Sparks_4096x2160_5994fps_HDR10.mp4,1191,38.242,13.788
