input_file,si,ti,n
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.72,11.249,754
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.691,13.285,755
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.615,13.715,756
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,63.102,12.306,757
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.954,9.532,758
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.963,6.738,759
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.713,5.483,760
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.868,5.012,761
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.599,4.849,762
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.693,4.115,763
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.443,4.85,764
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,62.426,7.893,765
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,61.967,10.24,766
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,61.814,11.373,767
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,61.392,13.293,768
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,61.472,15.052,769
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,60.526,16.313,770
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,60.139,17.493,771
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,59.745,18.746,772
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,60.135,19.954,773
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,58.914,20.212,774
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,58.752,19.497,775
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,58.588,18.212,776
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,59.151,15.917,777
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,58.369,13.604,778
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,57.594,14.426,779
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,56.77,16.675,780
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,56.528,18.592,781
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,55.553,19.268,782
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,55.391,18.751,783
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,54.953,18.039,784
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,54.947,17.707,785
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,53.73,17.867,786
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,53.044,17.499,787
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,52.086,17.25,788
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,51.669,17.994,789
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,50.223,17.942,790
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,49.366,18.111,791
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,48.257,18.378,792
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,48.096,18.297,793
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,46.518,18.003,794
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,45.623,17.494,795
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,44.444,17.408,796
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,43.998,17.768,797
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,42.828,17.802,798
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,42.295,16.872,799
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,41.707,16.288,800
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,41.991,14.548,801
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,41.553,13.948,802
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,40.995,13.822,803
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,40.129,13.446,804
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.555,13.338,805
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.899,13.673,806
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.942,13.989,807
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.901,14.195,808
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.955,14.037,809
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.154,13.056,810
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,34.825,12.132,811
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,34.357,11.369,812
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,33.93,11.528,813
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,33.048,12.41,814
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,32.51,13.094,815
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,32.014,12.862,816
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,32.116,12.179,817
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.809,10.785,818
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.742,9.116,819
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.423,8.537,820
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.142,8.352,821
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.035,7.635,822
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.837,6.387,823
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.407,5.278,824
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.156,4.961,825
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.639,6.224,826
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.296,7.354,827
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,28.575,8.304,828
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,28.407,8.696,829
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,27.746,8.605,830
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,27.372,7.845,831
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,26.962,6.534,832
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,26.506,5.668,833
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.918,5.393,834
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.303,5.385,835
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.164,6.008,836
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.84,7.34,837
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.638,7.042,838
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.781,5.971,839
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.886,3.57,840
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.176,3.631,841
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.96,6.085,842
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.994,7.087,843
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.92,6.742,844
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.122,5.894,845
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.907,4.811,846
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.844,4.716,847
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.681,5.125,848
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.826,5.643,849
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.609,5.66,850
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.66,5.665,851
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.524,5.751,852
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.607,6.197,853
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.034,6.941,854
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.733,7.427,855
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.381,8.598,856
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.41,9.256,857
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.148,9.017,858
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.291,8.165,859
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.366,6.692,860
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.386,5.617,861
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.212,5.059,862
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.194,4.929,863
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,22.952,5.219,864
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.03,5.311,865
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,22.808,4.858,866
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,22.486,4.11,867
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,22.237,3.291,868
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,22.129,2.941,869
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,21.813,3.177,870
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,21.781,4.292,871
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,22.251,5.143,872
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,22.876,6.03,873
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.337,6.942,874
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.217,7.613,875
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.759,7.576,876
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.699,7.647,877
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,26.167,7.839,878
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,26.956,7.973,879
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,27.533,7.965,880
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,28.153,7.724,881
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,28.86,6.935,882
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.154,7.041,883
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.039,7.217,884
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.373,8.052,885
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.107,8.311,886
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.579,8.854,887
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.775,9.22,888
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,32.933,10.401,889
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,32.788,11.481,890
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,34.016,12.31,891
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,34.03,12.718,892
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.061,12.391,893
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.259,11.484,894
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.542,10.681,895
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.316,9.788,896
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.659,9.849,897
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.474,9.303,898
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.414,10.538,899
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.65,11.185,900
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.329,11.761,901
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.34,12.547,902
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,41.14,12.109,903
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,41.294,12.173,904
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,42.473,13.624,905
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,43.355,14.819,906
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,44.114,15.662,907
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,44.487,15.8,908
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,45.664,15.842,909
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,45.617,16.861,910
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,46.322,16.996,911
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,47.212,16.879,912
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,47.406,16.582,913
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,47.407,15.147,914
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,48.807,14.093,915
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,48.651,15.234,916
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,48.723,18.177,917
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.609,40.501,918
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.984,8.332,919
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.481,8.341,920
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.27,9.123,921
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.47,9.267,922
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.67,9.266,923
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.182,9.349,924
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.112,8.845,925
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.828,8.615,926
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.256,7.776,927
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,34.96,6.611,928
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.457,6.572,929
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.116,7.636,930
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,34.637,7.498,931
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.777,7.104,932
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.911,7.243,933
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.263,8.248,934
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,34.702,9.018,935
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.888,9.44,936
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.256,9.636,937
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.634,9.851,938
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.329,9.2,939
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,34.711,7.317,940
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.703,6.337,941
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.729,6.933,942
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.591,8.049,943
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.684,8.797,944
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.818,8.815,945
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.162,8.612,946
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.072,8.372,947
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.283,8.11,948
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.503,7.802,949
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.001,7.569,950
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.513,7.61,951
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.925,7.58,952
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.825,7.2,953
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.373,6.625,954
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,35.009,6.856,955
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.241,7.359,956
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.413,8.038,957
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.015,8.578,958
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.498,8.893,959
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.267,9.093,960
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.463,9.549,961
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.849,8.696,962
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.055,6.153,963
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.798,4.345,964
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.747,4.675,965
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.35,4.271,966
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.695,4.416,967
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.423,5.269,968
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.58,5.472,969
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.655,3.868,970
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.693,1.865,971
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.925,3.407,972
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.129,3.709,973
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.173,3.237,974
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.55,3.244,975
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.751,3.931,976
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.083,4.172,977
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.888,2.241,978
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.847,3.448,979
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.714,6.133,980
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.064,6.826,981
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.01,6.87,982
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.144,5.565,983
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.027,3.578,984
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.249,2.502,985
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.254,2.497,986
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.358,1.849,987
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.211,2.06,988
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.458,2.405,989
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.194,3.403,990
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.263,4.527,991
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.577,4.307,992
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.429,4.669,993
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.829,6.489,994
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.117,8.378,995
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.578,8.741,996
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,38.896,7.475,997
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.509,7.763,998
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,37.944,9.127,999
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.941,9.599,1000
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.519,10.74,1001
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.965,11.715,1002
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.151,12.325,1003
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.854,12.33,1004
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.078,12.116,1005
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.503,12.213,1006
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,33.591,12.156,1007
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,33.605,12.303,1008
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,33.399,12.423,1009
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.722,12.309,1010
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.44,13.429,1011
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.236,14.294,1012
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.11,14.307,1013
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.709,12.351,1014
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,32.134,11.417,1015
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.387,9.642,1016
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.859,12.037,1017
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.114,11.709,1018
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.318,12.265,1019
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,27.775,13.547,1020
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,28.599,13.915,1021
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,27.005,14.353,1022
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.984,14.096,1023
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.5,14.006,1024
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.906,13.49,1025
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.902,13.41,1026
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.255,13.196,1027
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,23.623,13.435,1028
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,24.981,14.413,1029
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,25.583,15.124,1030
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,28.097,15.414,1031
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,29.181,15.751,1032
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.386,15.358,1033
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,30.598,14.88,1034
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,31.9,15.351,1035
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,36.17,15.524,1036
/Volumes/Data/Netflix/Sparks_4096x2160_5994fps_HDR10.mp4,39.852,13.748,1037
