input_file,si,ti,n
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,126
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,127
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,128
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,129
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,130
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,131
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,132
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,133
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,134
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,135
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,136
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,137
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,138
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,139
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,140
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,141
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,142
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,143
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,144
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.025,145
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,146
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.003,147
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,148
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,149
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,150
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,151
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,152
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,153
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,154
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,155
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,156
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,157
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,158
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,159
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,160
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,161
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,162
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,163
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,164
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,165
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,166
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,167
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,168
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,169
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,170
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,171
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,172
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,173
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,174
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,175
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,176
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,177
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,178
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.003,179
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.001,180
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.001,181
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,182
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,183
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,184
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,185
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,186
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,187
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,188
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,55.553,0.0,189
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,14.686,190
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,191
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,192
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,193
/Volumes/Data/Netflix/CosmosLaundromat_2048x858_24fps_SDR.mp4,0.0,0.0,194
